2023-04-03 20:55:09,938 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /opt/software/zookeeper-3.4.14/bin/../conf/zoo.cfg
2023-04-03 20:55:09,951 [myid:] - INFO  [main:QuorumPeer$QuorumServer@185] - Resolved hostname: ESNI-Master to address: ESNI-Master/10.0.4.7
2023-04-03 20:55:09,951 [myid:] - ERROR [main:QuorumPeerConfig@347] - Invalid configuration, only one server specified (ignoring)
2023-04-03 20:55:09,952 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2023-04-03 20:55:09,953 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2023-04-03 20:55:09,953 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2023-04-03 20:55:09,953 [myid:] - WARN  [main:QuorumPeerMain@116] - Either no config or no quorum defined in config, running  in standalone mode
2023-04-03 20:55:09,961 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /opt/software/zookeeper-3.4.14/bin/../conf/zoo.cfg
2023-04-03 20:55:09,962 [myid:] - INFO  [main:QuorumPeer$QuorumServer@185] - Resolved hostname: ESNI-Master to address: ESNI-Master/10.0.4.7
2023-04-03 20:55:09,962 [myid:] - ERROR [main:QuorumPeerConfig@347] - Invalid configuration, only one server specified (ignoring)
2023-04-03 20:55:09,962 [myid:] - INFO  [main:ZooKeeperServerMain@98] - Starting server
2023-04-03 20:55:09,969 [myid:] - INFO  [main:Environment@100] - Server environment:zookeeper.version=3.4.14-4c25d480e66aadd371de8bd2fd8da255ac140bcf, built on 03/06/2019 16:18 GMT
2023-04-03 20:55:09,969 [myid:] - INFO  [main:Environment@100] - Server environment:host.name=ESNI-Master
2023-04-03 20:55:09,969 [myid:] - INFO  [main:Environment@100] - Server environment:java.version=1.8.0_201
2023-04-03 20:55:09,969 [myid:] - INFO  [main:Environment@100] - Server environment:java.vendor=Oracle Corporation
2023-04-03 20:55:09,969 [myid:] - INFO  [main:Environment@100] - Server environment:java.home=/opt/software/jdk1.8.0_201/jre
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:java.class.path=/opt/software/zookeeper-3.4.14/bin/../zookeeper-server/target/classes:/opt/software/zookeeper-3.4.14/bin/../build/classes:/opt/software/zookeeper-3.4.14/bin/../zookeeper-server/target/lib/*.jar:/opt/software/zookeeper-3.4.14/bin/../build/lib/*.jar:/opt/software/zookeeper-3.4.14/bin/../lib/slf4j-log4j12-1.7.25.jar:/opt/software/zookeeper-3.4.14/bin/../lib/slf4j-api-1.7.25.jar:/opt/software/zookeeper-3.4.14/bin/../lib/netty-3.10.6.Final.jar:/opt/software/zookeeper-3.4.14/bin/../lib/log4j-1.2.17.jar:/opt/software/zookeeper-3.4.14/bin/../lib/jline-0.9.94.jar:/opt/software/zookeeper-3.4.14/bin/../lib/audience-annotations-0.5.0.jar:/opt/software/zookeeper-3.4.14/bin/../zookeeper-3.4.14.jar:/opt/software/zookeeper-3.4.14/bin/../zookeeper-server/src/main/resources/lib/*.jar:/opt/software/zookeeper-3.4.14/bin/../conf:
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:java.io.tmpdir=/tmp
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:java.compiler=<NA>
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:os.name=Linux
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:os.arch=amd64
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:os.version=3.10.0-1160.71.1.el7.x86_64
2023-04-03 20:55:09,971 [myid:] - INFO  [main:Environment@100] - Server environment:user.name=root
2023-04-03 20:55:09,972 [myid:] - INFO  [main:Environment@100] - Server environment:user.home=/root
2023-04-03 20:55:09,972 [myid:] - INFO  [main:Environment@100] - Server environment:user.dir=/opt/zsq/workspace/github.com/toy-car/server
2023-04-03 20:55:09,983 [myid:] - INFO  [main:ZooKeeperServer@836] - tickTime set to 2000
2023-04-03 20:55:09,983 [myid:] - INFO  [main:ZooKeeperServer@845] - minSessionTimeout set to -1
2023-04-03 20:55:09,983 [myid:] - INFO  [main:ZooKeeperServer@854] - maxSessionTimeout set to -1
2023-04-03 20:55:10,043 [myid:] - INFO  [main:ServerCnxnFactory@117] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2023-04-03 20:55:10,097 [myid:] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:9700
2023-04-03 20:55:15,556 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /127.0.0.1:58662
2023-04-03 20:55:15,561 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ServerCnxn@324] - The list of known four letter word commands is : [{1936881266=srvr, 1937006964=stat, 2003003491=wchc, 1685417328=dump, 1668445044=crst, 1936880500=srst, 1701738089=envi, 1668247142=conf, 2003003507=wchs, 2003003504=wchp, 1668247155=cons, 1835955314=mntr, 1769173615=isro, 1920298859=ruok, 1735683435=gtmk, 1937010027=stmk}]
2023-04-03 20:55:15,561 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ServerCnxn@325] - The list of enabled four letter word commands is : [[wchs, stat, stmk, conf, ruok, mntr, srvr, envi, srst, isro, dump, gtmk, crst, cons]]
2023-04-03 20:55:15,561 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxn@908] - Processing srvr command from /127.0.0.1:58662
2023-04-03 20:55:15,563 [myid:] - INFO  [Thread-1:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:58662 (no session established for client)
2023-04-03 20:55:20,557 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:32926
2023-04-03 20:55:20,558 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:32926; will be dropped if server is in r-o mode
2023-04-03 20:55:20,560 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:32926
2023-04-03 20:55:20,561 [myid:] - INFO  [SyncThread:0:FileTxnLog@216] - Creating new log file: log.7e0
2023-04-03 20:55:20,572 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350000 with negotiated timeout 5000 for client /1.15.135.178:32926
2023-04-03 20:55:20,578 [myid:] - INFO  [ProcessThread(sid:0 cport:9700)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1001b6c72350000
2023-04-03 20:55:20,581 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxn@1056] - Closed socket connection for client /1.15.135.178:32926 which had sessionid 0x1001b6c72350000
2023-04-03 20:55:51,672 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /127.0.0.1:58678
2023-04-03 20:55:51,677 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:58678
2023-04-03 20:55:51,680 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350001 with negotiated timeout 30000 for client /127.0.0.1:58678
2023-04-03 20:56:04,319 [myid:] - INFO  [ProcessThread(sid:0 cport:9700)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1001b6c72350001
2023-04-03 20:56:04,322 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:58678 which had sessionid 0x1001b6c72350001
2023-04-03 20:56:10,941 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:32948
2023-04-03 20:56:10,941 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:32948; will be dropped if server is in r-o mode
2023-04-03 20:56:10,941 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:32948
2023-04-03 20:56:10,949 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350002 with negotiated timeout 5000 for client /1.15.135.178:32948
2023-04-03 20:56:10,950 [myid:] - INFO  [ProcessThread(sid:0 cport:9700)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1001b6c72350002
2023-04-03 20:56:10,954 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxn@1056] - Closed socket connection for client /1.15.135.178:32948 which had sessionid 0x1001b6c72350002
2023-04-03 20:56:21,907 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:32956
2023-04-03 20:56:21,908 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:32956; will be dropped if server is in r-o mode
2023-04-03 20:56:21,908 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:32956
2023-04-03 20:56:21,911 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350003 with negotiated timeout 5000 for client /1.15.135.178:32956
2023-04-03 20:56:21,913 [myid:] - INFO  [ProcessThread(sid:0 cport:9700)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1001b6c72350003
2023-04-03 20:56:21,915 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxn@1056] - Closed socket connection for client /1.15.135.178:32956 which had sessionid 0x1001b6c72350003
2023-04-03 20:59:19,922 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:33022
2023-04-03 20:59:19,923 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:33022; will be dropped if server is in r-o mode
2023-04-03 20:59:19,923 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:33022
2023-04-03 20:59:19,923 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:33024
2023-04-03 20:59:19,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:NIOServerCnxnFactory@222] - Accepted socket connection from /1.15.135.178:33026
2023-04-03 20:59:19,924 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:33024; will be dropped if server is in r-o mode
2023-04-03 20:59:19,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:33024
2023-04-03 20:59:19,924 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@903] - Connection request from old client /1.15.135.178:33026; will be dropped if server is in r-o mode
2023-04-03 20:59:19,924 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:9700:ZooKeeperServer@949] - Client attempting to establish new session at /1.15.135.178:33026
2023-04-03 20:59:19,926 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350004 with negotiated timeout 5000 for client /1.15.135.178:33022
2023-04-03 20:59:19,929 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350005 with negotiated timeout 5000 for client /1.15.135.178:33024
2023-04-03 20:59:19,930 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1001b6c72350006 with negotiated timeout 5000 for client /1.15.135.178:33026
2023-04-03 20:59:19,937 [myid:] - INFO  [ProcessThread(sid:0 cport:9700)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x1001b6c72350005 type:create cxid:0x3 zxid:0x7ef txntype:-1 reqpath:n/a Error Path:/toy-car/controller Error:KeeperErrorCode = NodeExists for /toy-car/controller
